"TIME","GEO","CITIZEN","SEX","AGE","DECISION","UNIT","Value","Flag and Footnotes"
"2014","France","VE","Females","Total","Total positive decisions","Person","5",""
"2014","France","KZ","Total","Total","Total positive decisions","Person","40",""
"2014","France","KZ","Males","Total","Total positive decisions","Person","20",""
"2014","France","KZ","Females","Total","Total positive decisions","Person","20",""
"2014","France","KG","Total","Total","Total positive decisions","Person","35",""
"2014","France","KG","Males","Total","Total positive decisions","Person","20",""
"2014","France","KG","Females","Total","Total positive decisions","Person","15",""
"2014","France","TJ","Total","Total","Total positive decisions","Person","5",""
"2014","France","TJ","Males","Total","Total positive decisions","Person","0",""
"2014","France","TJ","Females","Total","Total positive decisions","Person","0",""
"2014","France","TM","Total","Total","Total positive decisions","Person","5",""
"2014","France","TM","Males","Total","Total positive decisions","Person","5",""
"2014","France","TM","Females","Total","Total positive decisions","Person","0",""
"2014","France","UZ","Total","Total","Total positive decisions","Person","15",""
"2014","France","UZ","Males","Total","Total positive decisions","Person","5",""
"2014","France","UZ","Females","Total","Total positive decisions","Person","10",""
"2014","France","CN","Total","Total","Total positive decisions","Person","690",""
"2014","France","CN","Males","Total","Total positive decisions","Person","410",""
"2014","France","CN","Females","Total","Total positive decisions","Person","285",""
"2014","France","JP","Total","Total","Total positive decisions","Person","0",""
"2014","France","JP","Males","Total","Total positive decisions","Person","0",""
"2014","France","JP","Females","Total","Total positive decisions","Person","0",""
"2014","France","MN","Total","Total","Total positive decisions","Person","25",""
"2014","France","MN","Males","Total","Total positive decisions","Person","15",""
"2014","France","MN","Females","Total","Total positive decisions","Person","10",""
"2014","France","KP","Total","Total","Total positive decisions","Person","15",""
"2014","France","KP","Males","Total","Total positive decisions","Person","5",""
"2014","France","KP","Females","Total","Total positive decisions","Person","5",""
"2014","France","KR","Total","Total","Total positive decisions","Person","0",""
"2014","France","KR","Males","Total","Total positive decisions","Person","0",""
"2014","France","KR","Females","Total","Total positive decisions","Person","0",""
"2014","France","TW","Total","Total","Total positive decisions","Person","0",""
"2014","France","TW","Males","Total","Total positive decisions","Person","0",""
"2014","France","TW","Females","Total","Total positive decisions","Person","0",""
"2014","France","AF","Total","Total","Total positive decisions","Person","610",""
"2014","France","AF","Males","Total","Total positive decisions","Person","450",""
"2014","France","AF","Females","Total","Total positive decisions","Person","160",""
"2014","France","BD","Total","Total","Total positive decisions","Person","265",""
"2014","France","BD","Males","Total","Total positive decisions","Person","200",""
"2014","France","BD","Females","Total","Total positive decisions","Person","65",""
"2014","France","BT","Total","Total","Total positive decisions","Person","0",""
"2014","France","BT","Males","Total","Total positive decisions","Person","0",""
"2014","France","BT","Females","Total","Total positive decisions","Person","0",""
"2014","France","IN","Total","Total","Total positive decisions","Person","5",""
"2014","France","IN","Males","Total","Total positive decisions","Person","5",""
"2014","France","IN","Females","Total","Total positive decisions","Person","5",""
"2014","France","IR","Total","Total","Total positive decisions","Person","130",""
"2014","France","IR","Males","Total","Total positive decisions","Person","70",""
"2014","France","IR","Females","Total","Total positive decisions","Person","60",""
"2014","France","MV","Total","Total","Total positive decisions","Person","0",""
"2014","France","MV","Males","Total","Total positive decisions","Person","0",""
"2014","France","MV","Females","Total","Total positive decisions","Person","0",""
"2014","France","NP","Total","Total","Total positive decisions","Person","10",""
"2014","France","NP","Males","Total","Total positive decisions","Person","5",""
"2014","France","NP","Females","Total","Total positive decisions","Person","5",""
"2014","France","PK","Total","Total","Total positive decisions","Person","140",""
"2014","France","PK","Males","Total","Total positive decisions","Person","115",""
"2014","France","PK","Females","Total","Total positive decisions","Person","25",""
"2014","France","LK","Total","Total","Total positive decisions","Person","1,070",""
"2014","France","LK","Males","Total","Total positive decisions","Person","605",""
"2014","France","LK","Females","Total","Total positive decisions","Person","465",""
"2014","France","BN","Total","Total","Total positive decisions","Person","0",""
"2014","France","BN","Males","Total","Total positive decisions","Person","0",""
"2014","France","BN","Females","Total","Total positive decisions","Person","0",""
"2014","France","KH","Total","Total","Total positive decisions","Person","5",""
"2014","France","KH","Males","Total","Total positive decisions","Person","5",""
"2014","France","KH","Females","Total","Total positive decisions","Person","5",""
"2014","France","ID","Total","Total","Total positive decisions","Person","0",""
"2014","France","ID","Males","Total","Total positive decisions","Person","0",""
"2014","France","ID","Females","Total","Total positive decisions","Person","0",""
"2014","France","LA","Total","Total","Total positive decisions","Person","5",""
"2014","France","LA","Males","Total","Total positive decisions","Person","5",""
"2014","France","LA","Females","Total","Total positive decisions","Person","0",""
"2014","France","MY","Total","Total","Total positive decisions","Person","0",""
"2014","France","MY","Males","Total","Total positive decisions","Person","0",""
"2014","France","MY","Females","Total","Total positive decisions","Person","0",""
"2014","France","MM","Total","Total","Total positive decisions","Person","10",""
"2014","France","MM","Males","Total","Total positive decisions","Person","5",""
"2014","France","MM","Females","Total","Total positive decisions","Person","0",""
"2014","France","PH","Total","Total","Total positive decisions","Person","0",""
"2014","France","PH","Males","Total","Total positive decisions","Person","0",""
"2014","France","PH","Females","Total","Total positive decisions","Person","0",""
"2014","France","SG","Total","Total","Total positive decisions","Person","0",""
"2014","France","SG","Males","Total","Total positive decisions","Person","0",""
"2014","France","SG","Females","Total","Total positive decisions","Person","0",""
"2014","France","TH","Total","Total","Total positive decisions","Person","0",""
"2014","France","TH","Males","Total","Total positive decisions","Person","0",""
"2014","France","TH","Females","Total","Total positive decisions","Person","0",""
"2014","France","TL","Total","Total","Total positive decisions","Person","0",""
"2014","France","TL","Males","Total","Total positive decisions","Person","0",""
"2014","France","TL","Females","Total","Total positive decisions","Person","0",""
"2014","France","VN","Total","Total","Total positive decisions","Person","5",""
"2014","France","VN","Males","Total","Total positive decisions","Person","5",""
"2014","France","VN","Females","Total","Total positive decisions","Person","0",""
"2014","France","AM","Total","Total","Total positive decisions","Person","175",""
"2014","France","AM","Males","Total","Total positive decisions","Person","85",""
"2014","France","AM","Females","Total","Total positive decisions","Person","95",""
"2014","France","AZ","Total","Total","Total positive decisions","Person","225",""
"2014","France","AZ","Males","Total","Total positive decisions","Person","115",""
"2014","France","AZ","Females","Total","Total positive decisions","Person","110",""
"2014","France","BH","Total","Total","Total positive decisions","Person","5",""
"2014","France","BH","Males","Total","Total positive decisions","Person","0",""
"2014","France","BH","Females","Total","Total positive decisions","Person","5",""
"2014","France","GE","Total","Total","Total positive decisions","Person","195",""
"2014","France","GE","Males","Total","Total positive decisions","Person","105",""
"2014","France","GE","Females","Total","Total positive decisions","Person","90",""
"2014","France","IQ","Total","Total","Total positive decisions","Person","575",""
"2014","France","IQ","Males","Total","Total positive decisions","Person","260",""
"2014","France","IQ","Females","Total","Total positive decisions","Person","315",""
"2014","France","IL","Total","Total","Total positive decisions","Person","0",""
"2014","France","IL","Males","Total","Total positive decisions","Person","0",""
"2014","France","IL","Females","Total","Total positive decisions","Person","0",""
"2014","France","JO","Total","Total","Total positive decisions","Person","5",""
"2014","France","JO","Males","Total","Total positive decisions","Person","5",""
"2014","France","JO","Females","Total","Total positive decisions","Person","5",""
"2014","France","KW","Total","Total","Total positive decisions","Person","0",""
"2014","France","KW","Males","Total","Total positive decisions","Person","0",""
"2014","France","KW","Females","Total","Total positive decisions","Person","0",""
"2014","France","LB","Total","Total","Total positive decisions","Person","0",""
"2014","France","LB","Males","Total","Total positive decisions","Person","0",""
"2014","France","LB","Females","Total","Total positive decisions","Person","0",""
"2014","France","PS","Total","Total","Total positive decisions","Person","135",""
"2014","France","PS","Males","Total","Total positive decisions","Person","85",""
"2014","France","PS","Females","Total","Total positive decisions","Person","50",""
"2014","France","OM","Total","Total","Total positive decisions","Person","0",""
"2014","France","OM","Males","Total","Total positive decisions","Person","0",""
"2014","France","OM","Females","Total","Total positive decisions","Person","0",""
"2014","France","QA","Total","Total","Total positive decisions","Person","0",""
"2014","France","QA","Males","Total","Total positive decisions","Person","0",""
"2014","France","QA","Females","Total","Total positive decisions","Person","0",""
"2014","France","SA","Total","Total","Total positive decisions","Person","0",""
"2014","France","SA","Males","Total","Total positive decisions","Person","0",""
"2014","France","SA","Females","Total","Total positive decisions","Person","0",""
"2014","France","SY","Total","Total","Total positive decisions","Person","1,950",""
"2014","France","SY","Males","Total","Total positive decisions","Person","1,085",""
"2014","France","SY","Females","Total","Total positive decisions","Person","860",""
"2014","France","AE","Total","Total","Total positive decisions","Person","0",""
"2014","France","AE","Males","Total","Total positive decisions","Person","0",""
"2014","France","AE","Females","Total","Total positive decisions","Person","0",""
"2014","France","YE","Total","Total","Total positive decisions","Person","15",""
"2014","France","YE","Males","Total","Total positive decisions","Person","10",""
"2014","France","YE","Females","Total","Total positive decisions","Person","0",""
"2014","France","AU","Total","Total","Total positive decisions","Person","0",""
"2014","France","AU","Males","Total","Total positive decisions","Person","0",""
"2014","France","AU","Females","Total","Total positive decisions","Person","0",""
"2014","France","NZ","Total","Total","Total positive decisions","Person","0",""
"2014","France","NZ","Males","Total","Total positive decisions","Person","0",""
"2014","France","NZ","Females","Total","Total positive decisions","Person","0",""
"2014","France","FJ","Total","Total","Total positive decisions","Person","0",""
"2014","France","FJ","Males","Total","Total positive decisions","Person","0",""
"2014","France","FJ","Females","Total","Total positive decisions","Person","0",""
"2014","France","PG","Total","Total","Total positive decisions","Person","0",""
"2014","France","PG","Males","Total","Total positive decisions","Person","0",""
"2014","France","PG","Females","Total","Total positive decisions","Person","0",""
"2014","France","SB","Total","Total","Total positive decisions","Person","0",""
"2014","France","SB","Males","Total","Total positive decisions","Person","0",""
"2014","France","SB","Females","Total","Total positive decisions","Person","0",""
"2014","France","VU","Total","Total","Total positive decisions","Person","0",""
"2014","France","VU","Males","Total","Total positive decisions","Person","0",""
"2014","France","VU","Females","Total","Total positive decisions","Person","0",""
"2014","France","KI","Total","Total","Total positive decisions","Person","0",""
"2014","France","KI","Males","Total","Total positive decisions","Person","0",""
"2014","France","KI","Females","Total","Total positive decisions","Person","0",""
"2014","France","MH","Total","Total","Total positive decisions","Person","0",""
"2014","France","MH","Males","Total","Total positive decisions","Person","0",""
"2014","France","MH","Females","Total","Total positive decisions","Person","0",""
"2014","France","FM","Total","Total","Total positive decisions","Person","0",""
"2014","France","FM","Males","Total","Total positive decisions","Person","0",""
"2014","France","FM","Females","Total","Total positive decisions","Person","0",""
"2014","France","NR","Total","Total","Total positive decisions","Person","0",""
"2014","France","NR","Males","Total","Total positive decisions","Person","0",""
"2014","France","NR","Females","Total","Total positive decisions","Person","0",""
"2014","France","PW","Total","Total","Total positive decisions","Person","0",""
"2014","France","PW","Males","Total","Total positive decisions","Person","0",""
"2014","France","PW","Females","Total","Total positive decisions","Person","0",""
"2014","France","CK","Total","Total","Total positive decisions","Person","0",""
"2014","France","CK","Males","Total","Total positive decisions","Person","0",""
"2014","France","CK","Females","Total","Total positive decisions","Person","0",""
"2014","France","WS","Total","Total","Total positive decisions","Person","0",""
"2014","France","WS","Males","Total","Total positive decisions","Person","0",""
"2014","France","WS","Females","Total","Total positive decisions","Person","0",""
"2014","France","TO","Total","Total","Total positive decisions","Person","0",""
"2014","France","TO","Males","Total","Total positive decisions","Person","0",""
"2014","France","TO","Females","Total","Total positive decisions","Person","0",""
"2014","France","TV","Total","Total","Total positive decisions","Person","0",""
"2014","France","TV","Males","Total","Total positive decisions","Person","0",""
"2014","France","TV","Females","Total","Total positive decisions","Person","0",""
"2014","France","TOTAL","Total","Total","Total positive decisions","Person","14,815",""
"2014","France","TOTAL","Males","Total","Total positive decisions","Person","7,870",""
"2014","France","TOTAL","Females","Total","Total positive decisions","Person","6,945",""
"2015","France","AO","Total","Total","Total positive decisions","Person","140",""
"2015","France","AO","Males","Total","Total positive decisions","Person","70",""
"2015","France","AO","Females","Total","Total positive decisions","Person","75",""
"2015","France","CM","Total","Total","Total positive decisions","Person","50",""
"2015","France","CM","Males","Total","Total positive decisions","Person","35",""
"2015","France","CM","Females","Total","Total positive decisions","Person","15",""
"2015","France","CF","Total","Total","Total positive decisions","Person","690",""
"2015","France","CF","Males","Total","Total positive decisions","Person","345",""
"2015","France","CF","Females","Total","Total positive decisions","Person","345",""
"2015","France","TD","Total","Total","Total positive decisions","Person","95",""
"2015","France","TD","Males","Total","Total positive decisions","Person","55",""
"2015","France","TD","Females","Total","Total positive decisions","Person","40",""
"2015","France","CG","Total","Total","Total positive decisions","Person","120",""
"2015","France","CG","Males","Total","Total positive decisions","Person","60",""
"2015","France","CG","Females","Total","Total positive decisions","Person","60",""
"2015","France","CD","Total","Total","Total positive decisions","Person","1,190",""
"2015","France","CD","Males","Total","Total positive decisions","Person","590",""
"2015","France","CD","Females","Total","Total positive decisions","Person","600",""
"2015","France","GQ","Total","Total","Total positive decisions","Person","0",""
"2015","France","GQ","Males","Total","Total positive decisions","Person","0",""
"2015","France","GQ","Females","Total","Total positive decisions","Person","0",""
"2015","France","GA","Total","Total","Total positive decisions","Person","0",""
"2015","France","GA","Males","Total","Total positive decisions","Person","0",""
"2015","France","GA","Females","Total","Total positive decisions","Person","0",""
"2015","France","ST","Total","Total","Total positive decisions","Person","0",""
"2015","France","ST","Males","Total","Total positive decisions","Person","0",""
"2015","France","ST","Females","Total","Total positive decisions","Person","0",""
"2015","France","BI","Total","Total","Total positive decisions","Person","25",""
"2015","France","BI","Males","Total","Total positive decisions","Person","10",""
"2015","France","BI","Females","Total","Total positive decisions","Person","10",""
"2015","France","KM","Total","Total","Total positive decisions","Person","100",""
"2015","France","KM","Males","Total","Total positive decisions","Person","45",""
"2015","France","KM","Females","Total","Total positive decisions","Person","55",""
"2015","France","DJ","Total","Total","Total positive decisions","Person","20",""
"2015","France","DJ","Males","Total","Total positive decisions","Person","5",""
"2015","France","DJ","Females","Total","Total positive decisions","Person","15",""
"2015","France","ER","Total","Total","Total positive decisions","Person","480",""
"2015","France","ER","Males","Total","Total positive decisions","Person","345",""
"2015","France","ER","Females","Total","Total positive decisions","Person","135",""
"2015","France","ET","Total","Total","Total positive decisions","Person","55",""
"2015","France","ET","Males","Total","Total positive decisions","Person","25",""
"2015","France","ET","Females","Total","Total positive decisions","Person","30",""
"2015","France","KE","Total","Total","Total positive decisions","Person","5",""
"2015","France","KE","Males","Total","Total positive decisions","Person","0",""
"2015","France","KE","Females","Total","Total positive decisions","Person","0",""
"2015","France","MG","Total","Total","Total positive decisions","Person","15",""
"2015","France","MG","Males","Total","Total positive decisions","Person","10",""
"2015","France","MG","Females","Total","Total positive decisions","Person","10",""
"2015","France","MW","Total","Total","Total positive decisions","Person","0",""
"2015","France","MW","Males","Total","Total positive decisions","Person","0",""
"2015","France","MW","Females","Total","Total positive decisions","Person","0",""
"2015","France","MU","Total","Total","Total positive decisions","Person","0",""
"2015","France","MU","Males","Total","Total positive decisions","Person","0",""
"2015","France","MU","Females","Total","Total positive decisions","Person","0",""
"2015","France","MZ","Total","Total","Total positive decisions","Person","0",""
"2015","France","MZ","Males","Total","Total positive decisions","Person","0",""
"2015","France","MZ","Females","Total","Total positive decisions","Person","0",""
"2015","France","RW","Total","Total","Total positive decisions","Person","80",""
"2015","France","RW","Males","Total","Total positive decisions","Person","40",""
"2015","France","RW","Females","Total","Total positive decisions","Person","45",""
"2015","France","SC","Total","Total","Total positive decisions","Person","0",""
"2015","France","SC","Males","Total","Total positive decisions","Person","0",""
"2015","France","SC","Females","Total","Total positive decisions","Person","0",""
"2015","France","SO","Total","Total","Total positive decisions","Person","180",""
"2015","France","SO","Males","Total","Total positive decisions","Person","110",""
"2015","France","SO","Females","Total","Total positive decisions","Person","70",""
"2015","France","UG","Total","Total","Total positive decisions","Person","25",""
"2015","France","UG","Males","Total","Total positive decisions","Person","10",""
"2015","France","UG","Females","Total","Total positive decisions","Person","15",""
"2015","France","TZ","Total","Total","Total positive decisions","Person","0",""
"2015","France","TZ","Males","Total","Total positive decisions","Person","0",""
"2015","France","TZ","Females","Total","Total positive decisions","Person","0",""
"2015","France","ZM","Total","Total","Total positive decisions","Person","0",""
"2015","France","ZM","Males","Total","Total positive decisions","Person","0",""
"2015","France","ZM","Females","Total","Total positive decisions","Person","0",""
"2015","France","ZW","Total","Total","Total positive decisions","Person","0",""
"2015","France","ZW","Males","Total","Total positive decisions","Person","0",""
"2015","France","ZW","Females","Total","Total positive decisions","Person","0",""
"2015","France","DZ","Total","Total","Total positive decisions","Person","120",""
"2015","France","DZ","Males","Total","Total positive decisions","Person","70",""
"2015","France","DZ","Females","Total","Total positive decisions","Person","50",""
"2015","France","EG","Total","Total","Total positive decisions","Person","105",""
"2015","France","EG","Males","Total","Total positive decisions","Person","75",""
"2015","France","EG","Females","Total","Total positive decisions","Person","30",""
"2015","France","LY","Total","Total","Total positive decisions","Person","115",""
"2015","France","LY","Males","Total","Total positive decisions","Person","70",""
"2015","France","LY","Females","Total","Total positive decisions","Person","45",""
"2015","France","MA","Total","Total","Total positive decisions","Person","25",""
"2015","France","MA","Males","Total","Total positive decisions","Person","20",""
"2015","France","MA","Females","Total","Total positive decisions","Person","5",""
"2015","France","SS","Total","Total","Total positive decisions","Person","0",""
"2015","France","SS","Males","Total","Total positive decisions","Person","0",""
"2015","France","SS","Females","Total","Total positive decisions","Person","0",""
"2015","France","SD","Total","Total","Total positive decisions","Person","1,330",""
"2015","France","SD","Males","Total","Total positive decisions","Person","1,175",""
"2015","France","SD","Females","Total","Total positive decisions","Person","150",""
"2015","France","TN","Total","Total","Total positive decisions","Person","35",""
"2015","France","TN","Males","Total","Total positive decisions","Person","15",""
"2015","France","TN","Females","Total","Total positive decisions","Person","20",""
"2015","France","EH","Total","Total","Total positive decisions","Person","110",""
"2015","France","EH","Males","Total","Total positive decisions","Person","95",""
"2015","France","EH","Females","Total","Total positive decisions","Person","15",""
"2015","France","BW","Total","Total","Total positive decisions","Person","0",""
"2015","France","BW","Males","Total","Total positive decisions","Person","0",""
"2015","France","BW","Females","Total","Total positive decisions","Person","0",""
"2015","France","LS","Total","Total","Total positive decisions","Person","0",""
"2015","France","LS","Males","Total","Total positive decisions","Person","0",""
"2015","France","LS","Females","Total","Total positive decisions","Person","0",""
"2015","France","NA","Total","Total","Total positive decisions","Person","0",""
"2015","France","NA","Males","Total","Total positive decisions","Person","0",""
"2015","France","NA","Females","Total","Total positive decisions","Person","0",""
"2015","France","ZA","Total","Total","Total positive decisions","Person","10",""
"2015","France","ZA","Males","Total","Total positive decisions","Person","5",""
"2015","France","ZA","Females","Total","Total positive decisions","Person","5",""
"2015","France","SZ","Total","Total","Total positive decisions","Person","0",""
"2015","France","SZ","Males","Total","Total positive decisions","Person","0",""
"2015","France","SZ","Females","Total","Total positive decisions","Person","0",""
"2015","France","BJ","Total","Total","Total positive decisions","Person","5",""
"2015","France","BJ","Males","Total","Total positive decisions","Person","5",""
"2015","France","BJ","Females","Total","Total positive decisions","Person","0",""
"2015","France","BF","Total","Total","Total positive decisions","Person","10",""
"2015","France","BF","Males","Total","Total positive decisions","Person","5",""
"2015","France","BF","Females","Total","Total positive decisions","Person","5",""
"2015","France","CV","Total","Total","Total positive decisions","Person","0",""
"2015","France","CV","Males","Total","Total positive decisions","Person","0",""
"2015","France","CV","Females","Total","Total positive decisions","Person","0",""
"2015","France","CI","Total","Total","Total positive decisions","Person","235",""
"2015","France","CI","Males","Total","Total positive decisions","Person","90",""
"2015","France","CI","Females","Total","Total positive decisions","Person","150",""
"2015","France","GM","Total","Total","Total positive decisions","Person","20",""
"2015","France","GM","Males","Total","Total positive decisions","Person","5",""
"2015","France","GM","Females","Total","Total positive decisions","Person","15",""
"2015","France","GH","Total","Total","Total positive decisions","Person","0",""
"2015","France","GH","Males","Total","Total positive decisions","Person","0",""
"2015","France","GH","Females","Total","Total positive decisions","Person","0",""
"2015","France","GN","Total","Total","Total positive decisions","Person","1,015",""
"2015","France","GN","Males","Total","Total positive decisions","Person","400",""
"2015","France","GN","Females","Total","Total positive decisions","Person","610",""
"2015","France","GW","Total","Total","Total positive decisions","Person","25",""
"2015","France","GW","Males","Total","Total positive decisions","Person","10",""
"2015","France","GW","Females","Total","Total positive decisions","Person","15",""
"2015","France","LR","Total","Total","Total positive decisions","Person","5",""
"2015","France","LR","Males","Total","Total positive decisions","Person","0",""
"2015","France","LR","Females","Total","Total positive decisions","Person","0",""
"2015","France","ML","Total","Total","Total positive decisions","Person","230",""
"2015","France","ML","Males","Total","Total positive decisions","Person","40",""
"2015","France","ML","Females","Total","Total positive decisions","Person","195",""
"2015","France","MR","Total","Total","Total positive decisions","Person","165",""
"2015","France","MR","Males","Total","Total positive decisions","Person","80",""
"2015","France","MR","Females","Total","Total positive decisions","Person","85",""
"2015","France","NE","Total","Total","Total positive decisions","Person","0",""
"2015","France","NE","Males","Total","Total positive decisions","Person","0",""
"2015","France","NE","Females","Total","Total positive decisions","Person","0",""
"2015","France","NG","Total","Total","Total positive decisions","Person","140",""
"2015","France","NG","Males","Total","Total positive decisions","Person","55",""
"2015","France","NG","Females","Total","Total positive decisions","Person","85",""
"2015","France","SN","Total","Total","Total positive decisions","Person","105",""
"2015","France","SN","Males","Total","Total positive decisions","Person","35",""
"2015","France","SN","Females","Total","Total positive decisions","Person","70",""
"2015","France","SL","Total","Total","Total positive decisions","Person","25",""
"2015","France","SL","Males","Total","Total positive decisions","Person","10",""
"2015","France","SL","Females","Total","Total positive decisions","Person","15",""
"2015","France","TG","Total","Total","Total positive decisions","Person","35",""
"2015","France","TG","Males","Total","Total positive decisions","Person","20",""
"2015","France","TG","Females","Total","Total positive decisions","Person","15",""
"2015","France","CA","Total","Total","Total positive decisions","Person","0",""
"2015","France","CA","Males","Total","Total positive decisions","Person","0",""
"2015","France","CA","Females","Total","Total positive decisions","Person","0",""
"2015","France","US","Total","Total","Total positive decisions","Person","0",""
"2015","France","US","Males","Total","Total positive decisions","Person","0",""
"2015","France","US","Females","Total","Total positive decisions","Person","0",""
"2015","France","AG","Total","Total","Total positive decisions","Person","0",""
"2015","France","AG","Males","Total","Total positive decisions","Person","0",""
"2015","France","AG","Females","Total","Total positive decisions","Person","0",""
"2015","France","BS","Total","Total","Total positive decisions","Person","0",""
"2015","France","BS","Males","Total","Total positive decisions","Person","0",""
"2015","France","BS","Females","Total","Total positive decisions","Person","0",""
"2015","France","BB","Total","Total","Total positive decisions","Person","0",""
"2015","France","BB","Males","Total","Total positive decisions","Person","0",""
"2015","France","BB","Females","Total","Total positive decisions","Person","0",""
"2015","France","CU","Total","Total","Total positive decisions","Person","15",""
"2015","France","CU","Males","Total","Total positive decisions","Person","10",""
"2015","France","CU","Females","Total","Total positive decisions","Person","5",""
"2015","France","DM","Total","Total","Total positive decisions","Person","0",""
"2015","France","DM","Males","Total","Total positive decisions","Person","0",""
"2015","France","DM","Females","Total","Total positive decisions","Person","0",""
"2015","France","DO","Total","Total","Total positive decisions","Person","10",""
"2015","France","DO","Males","Total","Total positive decisions","Person","0",""
"2015","France","DO","Females","Total","Total positive decisions","Person","10",""
"2015","France","GD","Total","Total","Total positive decisions","Person","0",""
"2015","France","GD","Males","Total","Total positive decisions","Person","0",""
"2015","France","GD","Females","Total","Total positive decisions","Person","0",""
"2015","France","HT","Total","Total","Total positive decisions","Person","115",""
"2015","France","HT","Males","Total","Total positive decisions","Person","65",""
"2015","France","HT","Females","Total","Total positive decisions","Person","45",""
"2015","France","JM","Total","Total","Total positive decisions","Person","5",""
"2015","France","JM","Males","Total","Total positive decisions","Person","5",""
"2015","France","JM","Females","Total","Total positive decisions","Person","0",""
"2015","France","KN","Total","Total","Total positive decisions","Person","0",""
"2015","France","KN","Males","Total","Total positive decisions","Person","0",""
"2015","France","KN","Females","Total","Total positive decisions","Person","0",""
"2015","France","LC","Total","Total","Total positive decisions","Person","0",""
"2015","France","LC","Males","Total","Total positive decisions","Person","0",""
"2015","France","LC","Females","Total","Total positive decisions","Person","0",""
"2015","France","VC","Total","Total","Total positive decisions","Person","0",""
"2015","France","VC","Males","Total","Total positive decisions","Person","0",""
"2015","France","VC","Females","Total","Total positive decisions","Person","0",""
"2015","France","TT","Total","Total","Total positive decisions","Person","0",""
"2015","France","TT","Males","Total","Total positive decisions","Person","0",""
"2015","France","TT","Females","Total","Total positive decisions","Person","0",""
"2015","France","BZ","Total","Total","Total positive decisions","Person","0",""
"2015","France","BZ","Males","Total","Total positive decisions","Person","0",""
"2015","France","BZ","Females","Total","Total positive decisions","Person","0",""
"2015","France","CR","Total","Total","Total positive decisions","Person","0",""
"2015","France","CR","Males","Total","Total positive decisions","Person","0",""
"2015","France","CR","Females","Total","Total positive decisions","Person","0",""
"2015","France","SV","Total","Total","Total positive decisions","Person","0",""
"2015","France","SV","Males","Total","Total positive decisions","Person","0",""
"2015","France","SV","Females","Total","Total positive decisions","Person","0",""
"2015","France","GT","Total","Total","Total positive decisions","Person","0",""
"2015","France","GT","Males","Total","Total positive decisions","Person","0",""
"2015","France","GT","Females","Total","Total positive decisions","Person","0",""
"2015","France","HN","Total","Total","Total positive decisions","Person","0",""
"2015","France","HN","Males","Total","Total positive decisions","Person","0",""
"2015","France","HN","Females","Total","Total positive decisions","Person","0",""
"2015","France","MX","Total","Total","Total positive decisions","Person","5",""
"2015","France","MX","Males","Total","Total positive decisions","Person","5",""
"2015","France","MX","Females","Total","Total positive decisions","Person","0",""
"2015","France","NI","Total","Total","Total positive decisions","Person","0",""
"2015","France","NI","Males","Total","Total positive decisions","Person","0",""
"2015","France","NI","Females","Total","Total positive decisions","Person","0",""
"2015","France","PA","Total","Total","Total positive decisions","Person","0",""
"2015","France","PA","Males","Total","Total positive decisions","Person","0",""
"2015","France","PA","Females","Total","Total positive decisions","Person","0",""
"2015","France","AR","Total","Total","Total positive decisions","Person","0",""
"2015","France","AR","Males","Total","Total positive decisions","Person","0",""
"2015","France","AR","Females","Total","Total positive decisions","Person","0",""
"2015","France","BO","Total","Total","Total positive decisions","Person","0",""
"2015","France","BO","Males","Total","Total positive decisions","Person","0",""
"2015","France","BO","Females","Total","Total positive decisions","Person","0",""
"2015","France","BR","Total","Total","Total positive decisions","Person","0",""
"2015","France","BR","Males","Total","Total positive decisions","Person","0",""
"2015","France","BR","Females","Total","Total positive decisions","Person","0",""
"2015","France","CL","Total","Total","Total positive decisions","Person","0",""
"2015","France","CL","Males","Total","Total positive decisions","Person","0",""
"2015","France","CL","Females","Total","Total positive decisions","Person","0",""
"2015","France","CO","Total","Total","Total positive decisions","Person","20",""
"2015","France","CO","Males","Total","Total positive decisions","Person","10",""
"2015","France","CO","Females","Total","Total positive decisions","Person","10",""
"2015","France","EC","Total","Total","Total positive decisions","Person","0",""
"2015","France","EC","Males","Total","Total positive decisions","Person","0",""
"2015","France","EC","Females","Total","Total positive decisions","Person","0",""
"2015","France","GY","Total","Total","Total positive decisions","Person","5",""
"2015","France","GY","Males","Total","Total positive decisions","Person","5",""
"2015","France","GY","Females","Total","Total positive decisions","Person","5",""
"2015","France","PY","Total","Total","Total positive decisions","Person","0",""
"2015","France","PY","Males","Total","Total positive decisions","Person","0",""
"2015","France","PY","Females","Total","Total positive decisions","Person","0",""
"2015","France","PE","Total","Total","Total positive decisions","Person","15",""
"2015","France","PE","Males","Total","Total positive decisions","Person","5",""
"2015","France","PE","Females","Total","Total positive decisions","Person","10",""
"2015","France","SR","Total","Total","Total positive decisions","Person","0",""
"2015","France","SR","Males","Total","Total positive decisions","Person","0",""
"2015","France","SR","Females","Total","Total positive decisions","Person","0",""
"2015","France","UY","Total","Total","Total positive decisions","Person","0",""
"2015","France","UY","Males","Total","Total positive decisions","Person","0",""
"2015","France","UY","Females","Total","Total positive decisions","Person","0",""
"2015","France","VE","Total","Total","Total positive decisions","Person","25",""
"2015","France","VE","Males","Total","Total positive decisions","Person","15",""
"2015","France","VE","Females","Total","Total positive decisions","Person","10",""
"2015","France","KZ","Total","Total","Total positive decisions","Person","30",""
"2015","France","KZ","Males","Total","Total positive decisions","Person","15",""
