"TIME","GEO","CITIZEN","SEX","AGE","ASYL_APP","UNIT","Value","Flag and Footnotes"
"2015","France","GE","Females","Total","First time applicant","Person","495",""
"2015","France","IQ","Total","Total","First time applicant","Person","3,065",""
"2015","France","IQ","Males","Total","First time applicant","Person","1,720",""
"2015","France","IQ","Females","Total","First time applicant","Person","1,345",""
"2015","France","IL","Total","Total","First time applicant","Person","0",""
"2015","France","IL","Males","Total","First time applicant","Person","0",""
"2015","France","IL","Females","Total","First time applicant","Person","0",""
"2015","France","JO","Total","Total","First time applicant","Person","10",""
"2015","France","JO","Males","Total","First time applicant","Person","5",""
"2015","France","JO","Females","Total","First time applicant","Person","5",""
"2015","France","KW","Total","Total","First time applicant","Person","5",""
"2015","France","KW","Males","Total","First time applicant","Person","5",""
"2015","France","KW","Females","Total","First time applicant","Person","0",""
"2015","France","LB","Total","Total","First time applicant","Person","55",""
"2015","France","LB","Males","Total","First time applicant","Person","35",""
"2015","France","LB","Females","Total","First time applicant","Person","20",""
"2015","France","PS","Total","Total","First time applicant","Person","235",""
"2015","France","PS","Males","Total","First time applicant","Person","130",""
"2015","France","PS","Females","Total","First time applicant","Person","105",""
"2015","France","OM","Total","Total","First time applicant","Person","0",""
"2015","France","OM","Males","Total","First time applicant","Person","0",""
"2015","France","OM","Females","Total","First time applicant","Person","0",""
"2015","France","QA","Total","Total","First time applicant","Person","0",""
"2015","France","QA","Males","Total","First time applicant","Person","0",""
"2015","France","QA","Females","Total","First time applicant","Person","0",""
"2015","France","SA","Total","Total","First time applicant","Person","0",""
"2015","France","SA","Males","Total","First time applicant","Person","0",""
"2015","France","SA","Females","Total","First time applicant","Person","0",""
"2015","France","SY","Total","Total","First time applicant","Person","4,625",""
"2015","France","SY","Males","Total","First time applicant","Person","2,635",""
"2015","France","SY","Females","Total","First time applicant","Person","1,985",""
"2015","France","AE","Total","Total","First time applicant","Person","0",""
"2015","France","AE","Males","Total","First time applicant","Person","0",""
"2015","France","AE","Females","Total","First time applicant","Person","0",""
"2015","France","YE","Total","Total","First time applicant","Person","70",""
"2015","France","YE","Males","Total","First time applicant","Person","50",""
"2015","France","YE","Females","Total","First time applicant","Person","20",""
"2015","France","AU","Total","Total","First time applicant","Person","0",""
"2015","France","AU","Males","Total","First time applicant","Person","0",""
"2015","France","AU","Females","Total","First time applicant","Person","0",""
"2015","France","NZ","Total","Total","First time applicant","Person","0",""
"2015","France","NZ","Males","Total","First time applicant","Person","0",""
"2015","France","NZ","Females","Total","First time applicant","Person","0",""
"2015","France","FJ","Total","Total","First time applicant","Person","0",""
"2015","France","FJ","Males","Total","First time applicant","Person","0",""
"2015","France","FJ","Females","Total","First time applicant","Person","0",""
"2015","France","PG","Total","Total","First time applicant","Person","0",""
"2015","France","PG","Males","Total","First time applicant","Person","0",""
"2015","France","PG","Females","Total","First time applicant","Person","0",""
"2015","France","SB","Total","Total","First time applicant","Person","0",""
"2015","France","SB","Males","Total","First time applicant","Person","0",""
"2015","France","SB","Females","Total","First time applicant","Person","0",""
"2015","France","VU","Total","Total","First time applicant","Person","0",""
"2015","France","VU","Males","Total","First time applicant","Person","0",""
"2015","France","VU","Females","Total","First time applicant","Person","0",""
"2015","France","KI","Total","Total","First time applicant","Person","0",""
"2015","France","KI","Males","Total","First time applicant","Person","0",""
"2015","France","KI","Females","Total","First time applicant","Person","0",""
"2015","France","MH","Total","Total","First time applicant","Person","0",""
"2015","France","MH","Males","Total","First time applicant","Person","0",""
"2015","France","MH","Females","Total","First time applicant","Person","0",""
"2015","France","FM","Total","Total","First time applicant","Person","0",""
"2015","France","FM","Males","Total","First time applicant","Person","0",""
"2015","France","FM","Females","Total","First time applicant","Person","0",""
"2015","France","NR","Total","Total","First time applicant","Person","0",""
"2015","France","NR","Males","Total","First time applicant","Person","0",""
"2015","France","NR","Females","Total","First time applicant","Person","0",""
"2015","France","PW","Total","Total","First time applicant","Person","0",""
"2015","France","PW","Males","Total","First time applicant","Person","0",""
"2015","France","PW","Females","Total","First time applicant","Person","0",""
"2015","France","CK","Total","Total","First time applicant","Person","0",""
"2015","France","CK","Males","Total","First time applicant","Person","0",""
"2015","France","CK","Females","Total","First time applicant","Person","0",""
"2015","France","WS","Total","Total","First time applicant","Person","0",""
"2015","France","WS","Males","Total","First time applicant","Person","0",""
"2015","France","WS","Females","Total","First time applicant","Person","0",""
"2015","France","TO","Total","Total","First time applicant","Person","0",""
"2015","France","TO","Males","Total","First time applicant","Person","0",""
"2015","France","TO","Females","Total","First time applicant","Person","0",""
"2015","France","TV","Total","Total","First time applicant","Person","0",""
"2015","France","TV","Males","Total","First time applicant","Person","0",""
"2015","France","TV","Females","Total","First time applicant","Person","0",""
"2015","France","TOTAL","Total","Total","First time applicant","Person","70,570",""
"2015","France","TOTAL","Males","Total","First time applicant","Person","45,180",""
"2015","France","TOTAL","Females","Total","First time applicant","Person","25,390",""
"2016","France","AO","Total","Total","First time applicant","Person","685",""
"2016","France","AO","Males","Total","First time applicant","Person","335",""
"2016","France","AO","Females","Total","First time applicant","Person","350",""
"2016","France","CM","Total","Total","First time applicant","Person","425",""
"2016","France","CM","Males","Total","First time applicant","Person","255",""
"2016","France","CM","Females","Total","First time applicant","Person","170",""
"2016","France","CF","Total","Total","First time applicant","Person","1,130",""
"2016","France","CF","Males","Total","First time applicant","Person","600",""
"2016","France","CF","Females","Total","First time applicant","Person","530",""
"2016","France","TD","Total","Total","First time applicant","Person","415",""
"2016","France","TD","Males","Total","First time applicant","Person","285",""
"2016","France","TD","Females","Total","First time applicant","Person","130",""
"2016","France","CG","Total","Total","First time applicant","Person","815",""
"2016","France","CG","Males","Total","First time applicant","Person","445",""
"2016","France","CG","Females","Total","First time applicant","Person","370",""
"2016","France","CD","Total","Total","First time applicant","Person","3,385",""
"2016","France","CD","Males","Total","First time applicant","Person","1,670",""
"2016","France","CD","Females","Total","First time applicant","Person","1,715",""
"2016","France","GQ","Total","Total","First time applicant","Person","20",""
"2016","France","GQ","Males","Total","First time applicant","Person","5",""
"2016","France","GQ","Females","Total","First time applicant","Person","10",""
"2016","France","GA","Total","Total","First time applicant","Person","185",""
"2016","France","GA","Males","Total","First time applicant","Person","70",""
"2016","France","GA","Females","Total","First time applicant","Person","110",""
"2016","France","ST","Total","Total","First time applicant","Person","0",""
"2016","France","ST","Males","Total","First time applicant","Person","0",""
"2016","France","ST","Females","Total","First time applicant","Person","0",""
"2016","France","BI","Total","Total","First time applicant","Person","195",""
"2016","France","BI","Males","Total","First time applicant","Person","110",""
"2016","France","BI","Females","Total","First time applicant","Person","85",""
"2016","France","KM","Total","Total","First time applicant","Person","250",""
"2016","France","KM","Males","Total","First time applicant","Person","195",""
"2016","France","KM","Females","Total","First time applicant","Person","60",""
"2016","France","DJ","Total","Total","First time applicant","Person","65",""
"2016","France","DJ","Males","Total","First time applicant","Person","30",""
"2016","France","DJ","Females","Total","First time applicant","Person","35",""
"2016","France","ER","Total","Total","First time applicant","Person","1,310",""
"2016","France","ER","Males","Total","First time applicant","Person","925",""
"2016","France","ER","Females","Total","First time applicant","Person","385",""
"2016","France","ET","Total","Total","First time applicant","Person","415",""
"2016","France","ET","Males","Total","First time applicant","Person","270",""
"2016","France","ET","Females","Total","First time applicant","Person","145",""
"2016","France","KE","Total","Total","First time applicant","Person","30",""
"2016","France","KE","Males","Total","First time applicant","Person","15",""
"2016","France","KE","Females","Total","First time applicant","Person","15",""
"2016","France","MG","Total","Total","First time applicant","Person","80",""
"2016","France","MG","Males","Total","First time applicant","Person","55",""
"2016","France","MG","Females","Total","First time applicant","Person","25",""
"2016","France","MW","Total","Total","First time applicant","Person","0",""
"2016","France","MW","Males","Total","First time applicant","Person","0",""
"2016","France","MW","Females","Total","First time applicant","Person","0",""
"2016","France","MU","Total","Total","First time applicant","Person","25",""
"2016","France","MU","Males","Total","First time applicant","Person","10",""
"2016","France","MU","Females","Total","First time applicant","Person","15",""
"2016","France","MZ","Total","Total","First time applicant","Person","5",""
"2016","France","MZ","Males","Total","First time applicant","Person","5",""
"2016","France","MZ","Females","Total","First time applicant","Person","0",""
"2016","France","RW","Total","Total","First time applicant","Person","180",""
"2016","France","RW","Males","Total","First time applicant","Person","100",""
"2016","France","RW","Females","Total","First time applicant","Person","80",""
"2016","France","SC","Total","Total","First time applicant","Person","0",""
"2016","France","SC","Males","Total","First time applicant","Person","0",""
"2016","France","SC","Females","Total","First time applicant","Person","0",""
"2016","France","SO","Total","Total","First time applicant","Person","875",""
"2016","France","SO","Males","Total","First time applicant","Person","610",""
"2016","France","SO","Females","Total","First time applicant","Person","265",""
"2016","France","UG","Total","Total","First time applicant","Person","15",""
"2016","France","UG","Males","Total","First time applicant","Person","5",""
"2016","France","UG","Females","Total","First time applicant","Person","10",""
"2016","France","TZ","Total","Total","First time applicant","Person","5",""
"2016","France","TZ","Males","Total","First time applicant","Person","5",""
"2016","France","TZ","Females","Total","First time applicant","Person","0",""
"2016","France","ZM","Total","Total","First time applicant","Person","0",""
"2016","France","ZM","Males","Total","First time applicant","Person","0",""
"2016","France","ZM","Females","Total","First time applicant","Person","0",""
"2016","France","ZW","Total","Total","First time applicant","Person","10",""
"2016","France","ZW","Males","Total","First time applicant","Person","5",""
"2016","France","ZW","Females","Total","First time applicant","Person","5",""
"2016","France","DZ","Total","Total","First time applicant","Person","2,530",""
"2016","France","DZ","Males","Total","First time applicant","Person","1,775",""
"2016","France","DZ","Females","Total","First time applicant","Person","750",""
"2016","France","EG","Total","Total","First time applicant","Person","305",""
"2016","France","EG","Males","Total","First time applicant","Person","250",""
"2016","France","EG","Females","Total","First time applicant","Person","55",""
"2016","France","LY","Total","Total","First time applicant","Person","345",""
"2016","France","LY","Males","Total","First time applicant","Person","270",""
"2016","France","LY","Females","Total","First time applicant","Person","75",""
"2016","France","MA","Total","Total","First time applicant","Person","440",""
"2016","France","MA","Males","Total","First time applicant","Person","345",""
"2016","France","MA","Females","Total","First time applicant","Person","95",""
"2016","France","SS","Total","Total","First time applicant","Person","25",""
"2016","France","SS","Males","Total","First time applicant","Person","20",""
"2016","France","SS","Females","Total","First time applicant","Person","5",""
"2016","France","SD","Total","Total","First time applicant","Person","6,085",""
"2016","France","SD","Males","Total","First time applicant","Person","5,765",""
"2016","France","SD","Females","Total","First time applicant","Person","320",""
"2016","France","TN","Total","Total","First time applicant","Person","330",""
"2016","France","TN","Males","Total","First time applicant","Person","255",""
"2016","France","TN","Females","Total","First time applicant","Person","75",""
"2016","France","EH","Total","Total","First time applicant","Person","945",""
"2016","France","EH","Males","Total","First time applicant","Person","680",""
"2016","France","EH","Females","Total","First time applicant","Person","260",""
"2016","France","BW","Total","Total","First time applicant","Person","0",""
"2016","France","BW","Males","Total","First time applicant","Person","0",""
"2016","France","BW","Females","Total","First time applicant","Person","0",""
"2016","France","LS","Total","Total","First time applicant","Person","0",""
"2016","France","LS","Males","Total","First time applicant","Person","0",""
"2016","France","LS","Females","Total","First time applicant","Person","0",""
"2016","France","NA","Total","Total","First time applicant","Person","0",""
"2016","France","NA","Males","Total","First time applicant","Person","0",""
"2016","France","NA","Females","Total","First time applicant","Person","0",""
"2016","France","ZA","Total","Total","First time applicant","Person","5",""
"2016","France","ZA","Males","Total","First time applicant","Person","5",""
"2016","France","ZA","Females","Total","First time applicant","Person","0",""
"2016","France","SZ","Total","Total","First time applicant","Person","0",""
"2016","France","SZ","Males","Total","First time applicant","Person","0",""
"2016","France","SZ","Females","Total","First time applicant","Person","0",""
"2016","France","BJ","Total","Total","First time applicant","Person","35",""
"2016","France","BJ","Males","Total","First time applicant","Person","25",""
"2016","France","BJ","Females","Total","First time applicant","Person","10",""
"2016","France","BF","Total","Total","First time applicant","Person","115",""
"2016","France","BF","Males","Total","First time applicant","Person","70",""
"2016","France","BF","Females","Total","First time applicant","Person","45",""
"2016","France","CV","Total","Total","First time applicant","Person","10",""
"2016","France","CV","Males","Total","First time applicant","Person","5",""
"2016","France","CV","Females","Total","First time applicant","Person","5",""
"2016","France","CI","Total","Total","First time applicant","Person","1,675",""
"2016","France","CI","Males","Total","First time applicant","Person","935",""
"2016","France","CI","Females","Total","First time applicant","Person","740",""
"2016","France","GM","Total","Total","First time applicant","Person","185",""
"2016","France","GM","Males","Total","First time applicant","Person","135",""
"2016","France","GM","Females","Total","First time applicant","Person","45",""
"2016","France","GH","Total","Total","First time applicant","Person","40",""
"2016","France","GH","Males","Total","First time applicant","Person","30",""
"2016","France","GH","Females","Total","First time applicant","Person","10",""
"2016","France","GN","Total","Total","First time applicant","Person","2,645",""
"2016","France","GN","Males","Total","First time applicant","Person","1,610",""
"2016","France","GN","Females","Total","First time applicant","Person","1,035",""
"2016","France","GW","Total","Total","First time applicant","Person","90",""
"2016","France","GW","Males","Total","First time applicant","Person","60",""
"2016","France","GW","Females","Total","First time applicant","Person","30",""
"2016","France","LR","Total","Total","First time applicant","Person","20",""
"2016","France","LR","Males","Total","First time applicant","Person","15",""
"2016","France","LR","Females","Total","First time applicant","Person","10",""
"2016","France","ML","Total","Total","First time applicant","Person","1,445",""
"2016","France","ML","Males","Total","First time applicant","Person","995",""
"2016","France","ML","Females","Total","First time applicant","Person","450",""
"2016","France","MR","Total","Total","First time applicant","Person","620",""
"2016","France","MR","Males","Total","First time applicant","Person","495",""
"2016","France","MR","Females","Total","First time applicant","Person","125",""
"2016","France","NE","Total","Total","First time applicant","Person","80",""
"2016","France","NE","Males","Total","First time applicant","Person","60",""
"2016","France","NE","Females","Total","First time applicant","Person","20",""
"2016","France","NG","Total","Total","First time applicant","Person","1,750",""
"2016","France","NG","Males","Total","First time applicant","Person","655",""
"2016","France","NG","Females","Total","First time applicant","Person","1,095",""
"2016","France","SN","Total","Total","First time applicant","Person","840",""
"2016","France","SN","Males","Total","First time applicant","Person","505",""
"2016","France","SN","Females","Total","First time applicant","Person","330",""
"2016","France","SL","Total","Total","First time applicant","Person","115",""
"2016","France","SL","Males","Total","First time applicant","Person","70",""
"2016","France","SL","Females","Total","First time applicant","Person","45",""
"2016","France","TG","Total","Total","First time applicant","Person","120",""
"2016","France","TG","Males","Total","First time applicant","Person","95",""
"2016","France","TG","Females","Total","First time applicant","Person","25",""
"2016","France","CA","Total","Total","First time applicant","Person","5",""
"2016","France","CA","Males","Total","First time applicant","Person","0",""
"2016","France","CA","Females","Total","First time applicant","Person","5",""
"2016","France","US","Total","Total","First time applicant","Person","0",""
"2016","France","US","Males","Total","First time applicant","Person","0",""
"2016","France","US","Females","Total","First time applicant","Person","0",""
"2016","France","AG","Total","Total","First time applicant","Person","0",""
"2016","France","AG","Males","Total","First time applicant","Person","0",""
"2016","France","AG","Females","Total","First time applicant","Person","0",""
"2016","France","BS","Total","Total","First time applicant","Person","0",""
"2016","France","BS","Males","Total","First time applicant","Person","0",""
"2016","France","BS","Females","Total","First time applicant","Person","0",""
"2016","France","BB","Total","Total","First time applicant","Person","0",""
"2016","France","BB","Males","Total","First time applicant","Person","0",""
"2016","France","BB","Females","Total","First time applicant","Person","0",""
"2016","France","CU","Total","Total","First time applicant","Person","75",""
"2016","France","CU","Males","Total","First time applicant","Person","50",""
"2016","France","CU","Females","Total","First time applicant","Person","25",""
"2016","France","DM","Total","Total","First time applicant","Person","5",""
"2016","France","DM","Males","Total","First time applicant","Person","5",""
"2016","France","DM","Females","Total","First time applicant","Person","0",""
"2016","France","DO","Total","Total","First time applicant","Person","390",""
"2016","France","DO","Males","Total","First time applicant","Person","115",""
"2016","France","DO","Females","Total","First time applicant","Person","275",""
"2016","France","GD","Total","Total","First time applicant","Person","0",""
"2016","France","GD","Males","Total","First time applicant","Person","0",""
"2016","France","GD","Females","Total","First time applicant","Person","0",""
"2016","France","HT","Total","Total","First time applicant","Person","5,290",""
"2016","France","HT","Males","Total","First time applicant","Person","2,825",""
"2016","France","HT","Females","Total","First time applicant","Person","2,465",""
"2016","France","JM","Total","Total","First time applicant","Person","5",""
"2016","France","JM","Males","Total","First time applicant","Person","5",""
"2016","France","JM","Females","Total","First time applicant","Person","5",""
"2016","France","KN","Total","Total","First time applicant","Person","0",""
"2016","France","KN","Males","Total","First time applicant","Person","0",""
"2016","France","KN","Females","Total","First time applicant","Person","0",""
"2016","France","LC","Total","Total","First time applicant","Person","5",""
"2016","France","LC","Males","Total","First time applicant","Person","0",""
"2016","France","LC","Females","Total","First time applicant","Person","0",""
"2016","France","VC","Total","Total","First time applicant","Person","0",""
"2016","France","VC","Males","Total","First time applicant","Person","0",""
"2016","France","VC","Females","Total","First time applicant","Person","0",""
"2016","France","TT","Total","Total","First time applicant","Person","0",""
"2016","France","TT","Males","Total","First time applicant","Person","0",""
"2016","France","TT","Females","Total","First time applicant","Person","0",""
"2016","France","BZ","Total","Total","First time applicant","Person","0",""
"2016","France","BZ","Males","Total","First time applicant","Person","0",""
"2016","France","BZ","Females","Total","First time applicant","Person","0",""
"2016","France","CR","Total","Total","First time applicant","Person","0",""
"2016","France","CR","Males","Total","First time applicant","Person","0",""
"2016","France","CR","Females","Total","First time applicant","Person","0",""
"2016","France","SV","Total","Total","First time applicant","Person","5",""
"2016","France","SV","Males","Total","First time applicant","Person","5",""
"2016","France","SV","Females","Total","First time applicant","Person","0",""
"2016","France","GT","Total","Total","First time applicant","Person","0",""
"2016","France","GT","Males","Total","First time applicant","Person","0",""
"2016","France","GT","Females","Total","First time applicant","Person","0",""
"2016","France","HN","Total","Total","First time applicant","Person","0",""
"2016","France","HN","Males","Total","First time applicant","Person","0",""
"2016","France","HN","Females","Total","First time applicant","Person","0",""
"2016","France","MX","Total","Total","First time applicant","Person","5",""
"2016","France","MX","Males","Total","First time applicant","Person","0",""
"2016","France","MX","Females","Total","First time applicant","Person","5",""
"2016","France","NI","Total","Total","First time applicant","Person","0",""
"2016","France","NI","Males","Total","First time applicant","Person","0",""
"2016","France","NI","Females","Total","First time applicant","Person","0",""
"2016","France","PA","Total","Total","First time applicant","Person","0",""
"2016","France","PA","Males","Total","First time applicant","Person","0",""
"2016","France","PA","Females","Total","First time applicant","Person","0",""
"2016","France","AR","Total","Total","First time applicant","Person","0",""
"2016","France","AR","Males","Total","First time applicant","Person","0",""
"2016","France","AR","Females","Total","First time applicant","Person","0",""
"2016","France","BO","Total","Total","First time applicant","Person","5",""
"2016","France","BO","Males","Total","First time applicant","Person","5",""
"2016","France","BO","Females","Total","First time applicant","Person","0",""
"2016","France","BR","Total","Total","First time applicant","Person","5",""
"2016","France","BR","Males","Total","First time applicant","Person","5",""
"2016","France","BR","Females","Total","First time applicant","Person","5",""
"2016","France","CL","Total","Total","First time applicant","Person","5",""
"2016","France","CL","Males","Total","First time applicant","Person","5",""
"2016","France","CL","Females","Total","First time applicant","Person","0",""
"2016","France","CO","Total","Total","First time applicant","Person","105",""
"2016","France","CO","Males","Total","First time applicant","Person","60",""
"2016","France","CO","Females","Total","First time applicant","Person","45",""
"2016","France","EC","Total","Total","First time applicant","Person","0",""
"2016","France","EC","Males","Total","First time applicant","Person","0",""
"2016","France","EC","Females","Total","First time applicant","Person","0",""
"2016","France","GY","Total","Total","First time applicant","Person","15",""
"2016","France","GY","Males","Total","First time applicant","Person","10",""
"2016","France","GY","Females","Total","First time applicant","Person","5",""
"2016","France","PY","Total","Total","First time applicant","Person","0",""
"2016","France","PY","Males","Total","First time applicant","Person","0",""
"2016","France","PY","Females","Total","First time applicant","Person","0",""
"2016","France","PE","Total","Total","First time applicant","Person","45",""
"2016","France","PE","Males","Total","First time applicant","Person","30",""
"2016","France","PE","Females","Total","First time applicant","Person","20",""
"2016","France","SR","Total","Total","First time applicant","Person","5",""
"2016","France","SR","Males","Total","First time applicant","Person","0",""
"2016","France","SR","Females","Total","First time applicant","Person","0",""
"2016","France","UY","Total","Total","First time applicant","Person","0",""
"2016","France","UY","Males","Total","First time applicant","Person","0",""
"2016","France","UY","Females","Total","First time applicant","Person","0",""
"2016","France","VE","Total","Total","First time applicant","Person","280",""
"2016","France","VE","Males","Total","First time applicant","Person","170",""
"2016","France","VE","Females","Total","First time applicant","Person","115",""
"2016","France","KZ","Total","Total","First time applicant","Person","100",""
"2016","France","KZ","Males","Total","First time applicant","Person","50",""
"2016","France","KZ","Females","Total","First time applicant","Person","50",""
"2016","France","KG","Total","Total","First time applicant","Person","25",""
"2016","France","KG","Males","Total","First time applicant","Person","15",""
"2016","France","KG","Females","Total","First time applicant","Person","10",""
"2016","France","TJ","Total","Total","First time applicant","Person","15",""
"2016","France","TJ","Males","Total","First time applicant","Person","10",""
"2016","France","TJ","Females","Total","First time applicant","Person","5",""
"2016","France","TM","Total","Total","First time applicant","Person","10",""
"2016","France","TM","Males","Total","First time applicant","Person","0",""
"2016","France","TM","Females","Total","First time applicant","Person","5",""
"2016","France","UZ","Total","Total","First time applicant","Person","15",""
"2016","France","UZ","Males","Total","First time applicant","Person","10",""
"2016","France","UZ","Females","Total","First time applicant","Person","5",""
"2016","France","CN","Total","Total","First time applicant","Person","1,965",""
"2016","France","CN","Males","Total","First time applicant","Person","930",""
"2016","France","CN","Females","Total","First time applicant","Person","1,035",""
"2016","France","JP","Total","Total","First time applicant","Person","5",""
"2016","France","JP","Males","Total","First time applicant","Person","5",""
"2016","France","JP","Females","Total","First time applicant","Person","0",""
"2016","France","MN","Total","Total","First time applicant","Person","150",""
"2016","France","MN","Males","Total","First time applicant","Person","65",""
"2016","France","MN","Females","Total","First time applicant","Person","85",""
"2016","France","KP","Total","Total","First time applicant","Person","10",""
"2016","France","KP","Males","Total","First time applicant","Person","5",""
"2016","France","KP","Females","Total","First time applicant","Person","10",""
"2016","France","KR","Total","Total","First time applicant","Person","5",""
"2016","France","KR","Males","Total","First time applicant","Person","5",""
"2016","France","KR","Females","Total","First time applicant","Person","0",""
"2016","France","TW","Total","Total","First time applicant","Person","0",""
"2016","France","TW","Males","Total","First time applicant","Person","0",""
"2016","France","TW","Females","Total","First time applicant","Person","0",""
"2016","France","AF","Total","Total","First time applicant","Person","6,015",""
"2016","France","AF","Males","Total","First time applicant","Person","5,445",""
"2016","France","AF","Females","Total","First time applicant","Person","570",""
"2016","France","BD","Total","Total","First time applicant","Person","2,440",""
"2016","France","BD","Males","Total","First time applicant","Person","2,080",""
"2016","France","BD","Females","Total","First time applicant","Person","360",""
"2016","France","BT","Total","Total","First time applicant","Person","10",""
"2016","France","BT","Males","Total","First time applicant","Person","5",""
"2016","France","BT","Females","Total","First time applicant","Person","5",""
"2016","France","IN","Total","Total","First time applicant","Person","185",""
"2016","France","IN","Males","Total","First time applicant","Person","125",""
"2016","France","IN","Females","Total","First time applicant","Person","60",""
"2016","France","IR","Total","Total","First time applicant","Person","390",""
"2016","France","IR","Males","Total","First time applicant","Person","250",""
"2016","France","IR","Females","Total","First time applicant","Person","140",""
"2016","France","MV","Total","Total","First time applicant","Person","0",""
"2016","France","MV","Males","Total","First time applicant","Person","0",""
"2016","France","MV","Females","Total","First time applicant","Person","0",""
"2016","France","NP","Total","Total","First time applicant","Person","90",""
"2016","France","NP","Males","Total","First time applicant","Person","70",""
"2016","France","NP","Females","Total","First time applicant","Person","20",""
"2016","France","PK","Total","Total","First time applicant","Person","1,835",""
"2016","France","PK","Males","Total","First time applicant","Person","1,745",""
"2016","France","PK","Females","Total","First time applicant","Person","95",""
"2016","France","LK","Total","Total","First time applicant","Person","1,275",""
"2016","France","LK","Males","Total","First time applicant","Person","855",""
"2016","France","LK","Females","Total","First time applicant","Person","420",""
"2016","France","BN","Total","Total","First time applicant","Person","0",""
"2016","France","BN","Males","Total","First time applicant","Person","0",""
"2016","France","BN","Females","Total","First time applicant","Person","0",""
"2016","France","KH","Total","Total","First time applicant","Person","35",""
"2016","France","KH","Males","Total","First time applicant","Person","15",""
"2016","France","KH","Females","Total","First time applicant","Person","15",""
"2016","France","ID","Total","Total","First time applicant","Person","0",""
"2016","France","ID","Males","Total","First time applicant","Person","0",""
"2016","France","ID","Females","Total","First time applicant","Person","0",""
"2016","France","LA","Total","Total","First time applicant","Person","0",""
"2016","France","LA","Males","Total","First time applicant","Person","0",""
"2016","France","LA","Females","Total","First time applicant","Person","0",""
"2016","France","MY","Total","Total","First time applicant","Person","0",""
"2016","France","MY","Males","Total","First time applicant","Person","0",""
"2016","France","MY","Females","Total","First time applicant","Person","0",""
"2016","France","MM","Total","Total","First time applicant","Person","15",""
"2016","France","MM","Males","Total","First time applicant","Person","15",""
"2016","France","MM","Females","Total","First time applicant","Person","0",""
"2016","France","PH","Total","Total","First time applicant","Person","0",""
"2016","France","PH","Males","Total","First time applicant","Person","0",""
"2016","France","PH","Females","Total","First time applicant","Person","0",""
"2016","France","SG","Total","Total","First time applicant","Person","0",""
"2016","France","SG","Males","Total","First time applicant","Person","0",""
"2016","France","SG","Females","Total","First time applicant","Person","0",""
"2016","France","TH","Total","Total","First time applicant","Person","5",""
"2016","France","TH","Males","Total","First time applicant","Person","5",""
"2016","France","TH","Females","Total","First time applicant","Person","0",""
"2016","France","TL","Total","Total","First time applicant","Person","0",""
"2016","France","TL","Males","Total","First time applicant","Person","0",""
"2016","France","TL","Females","Total","First time applicant","Person","0",""
"2016","France","VN","Total","Total","First time applicant","Person","30",""
"2016","France","VN","Males","Total","First time applicant","Person","25",""
"2016","France","VN","Females","Total","First time applicant","Person","5",""
"2016","France","AM","Total","Total","First time applicant","Person","1,270",""
"2016","France","AM","Males","Total","First time applicant","Person","610",""
"2016","France","AM","Females","Total","First time applicant","Person","660",""
"2016","France","AZ","Total","Total","First time applicant","Person","225",""
"2016","France","AZ","Males","Total","First time applicant","Person","120",""
"2016","France","AZ","Females","Total","First time applicant","Person","105",""
"2016","France","BH","Total","Total","First time applicant","Person","0",""
"2016","France","BH","Males","Total","First time applicant","Person","0",""
"2016","France","BH","Females","Total","First time applicant","Person","0",""
"2016","France","GE","Total","Total","First time applicant","Person","870",""
"2016","France","GE","Males","Total","First time applicant","Person","505",""
"2016","France","GE","Females","Total","First time applicant","Person","365",""
"2016","France","IQ","Total","Total","First time applicant","Person","2,605",""
"2016","France","IQ","Males","Total","First time applicant","Person","1,535",""
"2016","France","IQ","Females","Total","First time applicant","Person","1,075",""
"2016","France","IL","Total","Total","First time applicant","Person","10",""
"2016","France","IL","Males","Total","First time applicant","Person","5",""
"2016","France","IL","Females","Total","First time applicant","Person","5",""
"2016","France","JO","Total","Total","First time applicant","Person","15",""
"2016","France","JO","Males","Total","First time applicant","Person","10",""
"2016","France","JO","Females","Total","First time applicant","Person","5",""
"2016","France","KW","Total","Total","First time applicant","Person","50",""
"2016","France","KW","Males","Total","First time applicant","Person","45",""
"2016","France","KW","Females","Total","First time applicant","Person","5",""
"2016","France","LB","Total","Total","First time applicant","Person","70",""
"2016","France","LB","Males","Total","First time applicant","Person","35",""
"2016","France","LB","Females","Total","First time applicant","Person","35",""
"2016","France","PS","Total","Total","First time applicant","Person","245",""
"2016","France","PS","Males","Total","First time applicant","Person","140",""
"2016","France","PS","Females","Total","First time applicant","Person","105",""
"2016","France","OM","Total","Total","First time applicant","Person","0",""
"2016","France","OM","Males","Total","First time applicant","Person","0",""
"2016","France","OM","Females","Total","First time applicant","Person","0",""
"2016","France","QA","Total","Total","First time applicant","Person","0",""
"2016","France","QA","Males","Total","First time applicant","Person","0",""
"2016","France","QA","Females","Total","First time applicant","Person","0",""
"2016","France","SA","Total","Total","First time applicant","Person","5",""
"2016","France","SA","Males","Total","First time applicant","Person","0",""
"2016","France","SA","Females","Total","First time applicant","Person","5",""
"2016","France","SY","Total","Total","First time applicant","Person","4,765",""
"2016","France","SY","Males","Total","First time applicant","Person","2,510",""
"2016","France","SY","Females","Total","First time applicant","Person","2,255",""
"2016","France","AE","Total","Total","First time applicant","Person","0",""
"2016","France","AE","Males","Total","First time applicant","Person","0",""
